�ɺt�W��,����,����,�q�v�W��,IMDB�Τ�벼�ƶq,�w��,�W�u���,IMDB����,�q�vFB������,�y��,��a
Gary Trousdale,80,100117603,The Hunchback of Notre Dame?,102933,100000000,1996,6.9,0,English,USA
Mark Dindal,141,89296573,The Emperor's New Groove?,128285,100000000,2000,7.3,0,English,USA
Simon West,383,85017401,The Expendables 2?,246803,92000000,2012,6.7,108000,English,USA
Jon Turteltaub,193,173005002,National Treasure?,255447,100000000,2004,6.9,0,English,USA
Stefen Fangmeier,170,75030163,Eragon?,108076,100000000,2006,5.1,0,English,USA
Spike Jonze,333,77222184,Where the Wild Things Are?,87677,100000000,2009,6.8,11000,English,Germany
Joe Wright,256,34964818,Pan?,39956,150000000,2015,5.8,24000,English,USA
Chris Wedge,203,107515297,Epic?,85833,100000000,2013,6.7,17000,English,USA
Florian Henckel von Donnersmarck,321,67631157,The Tourist?,176598,100000000,2010,6,25000,English,USA
Peter Hyams,174,66862068,End of Days?,89509,83000000,1999,5.7,2000,English,USA
Edward Zwick,166,57366262,Blood Diamond?,400292,100000000,2006,8,14000,English,Germany
Martin Scorsese,606,116866727,The Wolf of Wall Street?,780588,100000000,2013,8.2,138000,English,USA
Joel Schumacher,144,184031112,Batman Forever?,190786,100000000,1995,5.4,0,English,USA
Paul Verhoeven,192,54700065,Starship Troopers?,221521,105000000,1997,7.2,0,English,USA
Tom Tykwer,511,27098580,Cloud Atlas?,284825,102000000,2012,7.5,124000,English,Germany
Zack Snyder,188,55673333,Legend of the Guardians: The Owls of Ga'Hoole?,65785,80000000,2010,7,16000,English,USA
Pitof,212,40198710,Catwoman?,87451,100000000,2004,3.3,0,English,USA
Brett Ratner,245,72660029,Hercules?,115687,100000000,2014,6,21000,English,USA
Ron Clements,127,38120554,Treasure Planet?,71527,140000000,2002,7.1,0,English,USA
Brad Silberling,167,49392095,Land of the Lost?,52029,100000000,2009,5.4,0,English,USA
Patrick Hughes,320,39292022,The Expendables 3?,127258,90000000,2014,6.1,56000,English,USA
Ericson Core,163,28772222,Point Break?,33953,105000000,2015,5.3,37000,English,USA
Lawrence Guterman,78,17010646,Son of the Mask?,40751,84000000,2005,2.2,881,English,USA
Ron Howard,289,24985612,In the Heart of the Sea?,71782,100000000,2015,7,27000,English,USA
Ron Underwood,66,4411102,The Adventures of Pluto Nash?,20295,100000000,2002,3.8,416,English,USA
Paul Greengrass,266,35024475,Green Zone?,110364,100000000,2010,6.9,0,English,France
Steve Martino,208,130174897,The Peanuts Movie?,27918,99000000,2015,7.2,33000,English,USA
David Mamet,97,10200000,The Spanish Prisoner?,18697,10000000,1997,7.3,578,English,USA
Stephen Sommers,202,202007640,The Mummy Returns?,248045,98000000,2001,6.3,0,English,USA
Martin Scorsese,233,77679638,Gangs of New York?,314033,100000000,2002,7.5,0,English,USA
Yimou Zhang,136,9213,The Flowers of War?,38690,94000000,2011,7.6,13000,Mandarin,China
Ash Brannon,154,58867694,Surf's Up?,54077,100000000,2007,6.8,0,English,USA
Frank Oz,169,59475623,The Stepford Wives?,49739,90000000,2004,5.2,0,English,USA
Ridley Scott,200,108638745,Black Hawk Down?,292022,92000000,2001,7.7,10000,English,USA
Jay Roach,255,86897182,The Campaign?,106790,95000000,2012,6.2,18000,English,USA
Luc Besson,173,63540020,The Fifth Element?,343274,93000000,1997,7.7,18000,English,France
Michael Patrick King,221,95328937,Sex and the City 2?,59581,100000000,2010,4.3,0,English,USA
Bibo Bergeron,82,50802661,The Road to El Dorado?,58300,95000000,2000,6.9,0,English,USA
Steve Martino,233,161317423,Ice Age: Continental Drift?,145321,95000000,2012,6.6,14000,English,USA
Kenneth Branagh,343,201148159,Cinderella?,103737,95000000,2015,7,56000,English,USA
Peter Jackson,308,43982842,The Lovely Bones?,125109,65000000,2009,6.7,16000,English,USA
Andrew Stanton,301,380838870,Finding Nemo?,692482,94000000,2003,8.2,11000,English,USA
Peter Jackson,328,377019252,The Lord of the Rings: The Return of the King?,1215718,94000000,2003,8.9,16000,English,USA
Peter Jackson,294,340478898,The Lord of the Rings: The Two Towers?,1100446,94000000,2002,8.7,10000,English,USA
Sergey Bodrov,175,17176900,Seventh Son?,54501,95000000,2014,5.5,16000,English,USA
Simon West,199,131144183,Lara Croft: Tomb Raider?,157016,115000000,2001,5.7,0,English,USA
Wally Pfister,355,23014504,Transcendence?,172707,100000000,2014,6.3,37000,English,UK
Joe Johnston,198,181166115,Jurassic Park III?,219501,93000000,2001,5.9,0,English,USA
Rupert Wyatt,529,176740650,Rise of the Planet of the Apes?,403836,93000000,2011,7.6,47000,English,USA
Mark Waters,198,71148699,The Spiderwick Chronicles?,68935,90000000,2008,6.6,0,English,USA
John Moore,412,67344392,A Good Day to Die Hard?,165618,92000000,2013,5.3,66000,English,USA
John Lee Hancock,106,22406362,The Alamo?,16832,107000000,2004,6,701,English,USA
Brad Bird,283,261437578,The Incredibles?,479166,92000000,2004,8,0,English,USA
Renny Harlin,61,11000000,Cutthroat Island?,21102,98000000,1995,5.6,1000,English,USA
Chris Columbus,217,88761720,Percy Jackson & the Olympians: The Lightning Thief?,141179,95000000,2010,5.9,9000,English,UK
Barry Sonnenfeld,175,250147615,Men in Black?,403014,90000000,1997,7.3,0,English,USA
John Lasseter,191,245823397,Toy Story 2?,385871,90000000,1999,7.9,0,English,USA
Tony Scott,316,81557479,Unstoppable?,149947,100000000,2010,6.8,18000,English,USA
Brett Ratner,127,226138454,Rush Hour 2?,160440,90000000,2001,6.6,0,English,USA
Robert Zemeckis,185,155370362,What Lies Beneath?,98403,100000000,2000,6.6,0,English,USA
Phil Lord,191,124870275,Cloudy with a Chance of Meatballs?,152601,100000000,2009,7,0,English,USA
Carlos Saldanha,188,196573705,Ice Age: Dawn of the Dinosaurs?,166791,90000000,2009,7,0,English,USA
Ben Stiller,362,58229120,The Secret Life of Walter Mitty?,236421,90000000,2013,7.3,70000,English,USA
McG,181,125305545,Charlie's Angels?,145350,92000000,2000,5.5,0,English,USA
Martin Scorsese,352,132373442,The Departed?,873649,90000000,2006,8.5,29000,English,USA
Tony Bancroft,143,120618403,Mulan?,171792,90000000,1998,7.5,12000,English,USA
Ben Stiller,308,110416702,Tropic Thunder?,307539,92000000,2008,7,0,English,USA
David Fincher,517,102515793,The Girl with the Dragon Tattoo?,330152,90000000,2011,7.8,54000,English,USA
John McTiernan,148,100012500,Die Hard with a Vengeance?,299258,90000000,1995,7.6,0,English,USA
Guy Ritchie,415,209019489,Sherlock Holmes?,477300,90000000,2009,7.6,20000,English,USA
Timur Bekmambetov,1,,Ben-Hur?,57,,2016,6.1,0,English,USA
Gary Trousdale,146,84037039,Atlantis: The Lost Empire?,72591,120000000,2001,6.8,0,English,USA
Walt Becker,70,85884815,Alvin and the Chipmunks: The Road Chip?,9418,90000000,2015,5,0,English,USA
Bryan Singer,269,83077470,Valkyrie?,183247,75000000,2008,7.1,0,English,USA
Dennis Dugan,198,100018837,You Don't Mess with the Zohan?,156348,90000000,2008,5.5,0,English,USA
Chris Columbus,253,78747585,Pixels?,89770,88000000,2015,5.6,39000,English,USA
Steven Spielberg,281,78616689,A.I. Artificial Intelligence?,238747,100000000,2001,7.1,11000,English,USA
Rob Minkoff,122,75817994,The Haunted Mansion?,32049,90000000,2003,4.9,988,English,USA
Robert Zemeckis,159,100853835,Contact?,200556,90000000,1997,7.4,15000,English,USA
Paul Verhoeven,180,73209340,Hollow Man?,101834,95000000,2000,5.7,0,English,USA
Sydney Pollack,227,72515360,The Interpreter?,86152,80000000,2005,6.4,0,Aboriginal,UK
Thor Freudenthal,183,68558662,Percy Jackson: Sea of Monsters?,86627,90000000,2013,5.9,28000,English,USA
Jan de Bont,157,65653758,Lara Croft Tomb Raider: The Cradle of Life?,102747,95000000,2003,5.5,0,English,USA
Jon M. Chu,196,64685359,Now You See Me 2?,40862,90000000,2016,6.9,15000,English,USA
Phillip Noyce,64,61355436,The Saint?,52136,68000000,1997,6.2,0,English,USA
Tony Scott,142,26871,Spy Game?,121259,92000000,2001,7,0,English,Germany
Brian De Palma,181,60874615,Mission to Mars?,60467,90000000,2000,5.6,0,English,USA
Carlos Saldanha,240,143618384,Rio?,165333,90000000,2011,7,19000,English,USA
Chris Columbus,93,58220776,Bicentennial Man?,87785,100000000,1999,6.8,0,English,USA
Mick Jackson,84,47474112,Volcano?,58227,90000000,1997,5.4,2000,English,USA
Alan J. Pakula,66,42877165,The Devil's Own?,45602,86000000,1997,6.1,979,English,USA
Kathryn Bigelow,136,35168677,K-19: The Widowmaker?,49311,100000000,2002,6.7,0,English,UK
Josh Trank,369,56114221,Fantastic Four?,110486,120000000,2015,4.3,41000,English,USA
John Milius,166,37567440,Conan the Barbarian?,113065,20000000,1982,6.9,0,English,USA
Ron Howard,201,61644321,Cinderella Man?,148238,88000000,2005,8,0,English,USA
Andrey Konchalovskiy,47,190562,The Nutcracker in 3D?,2508,90000000,2010,4.4,788,English,UK
Gary Ross,175,120147445,Seabiscuit?,57661,87000000,2003,7.3,0,English,USA
Jan de Bont,114,241688385,Twister?,144053,92000000,1996,6.3,0,English,USA
Rob Cohen,187,144512310,The Fast and the Furious?,272223,38000000,2001,6.7,14000,English,USA
Robert Zemeckis,221,233630478,Cast Away?,394317,90000000,2000,7.7,23000,English,USA
George Miller,206,197992827,Happy Feet?,132501,100000000,2006,6.5,0,English,USA
Paul Greengrass,239,176049130,The Bourne Supremacy?,348232,75000000,2004,7.8,0,English,USA
Wolfgang Petersen,142,172620724,Air Force One?,146134,85000000,1997,6.4,0,English,USA
Steven Soderbergh,186,183405771,Ocean's Eleven?,402645,85000000,2001,7.8,0,English,USA
Paul W.S. Anderson,228,20315324,The Three Musketeers?,88542,75000000,2011,5.8,19000,English,Germany
Genndy Tartakovsky,256,148313048,Hotel Transylvania?,164148,85000000,2012,7.1,28000,English,USA
Kevin Lima,222,127706877,Enchanted?,142496,85000000,2007,7.1,0,English,USA
,103,,Hannibal?            ,159910,,,8.6,59000,English,USA
Daniel Espinosa,298,126149655,Safe House?,166693,85000000,2012,6.8,19000,English,USA
Kevin Lima,84,66941559,102 Dalmatians?,26413,85000000,2000,4.8,372,English,USA
Brett Ratner,236,78009155,Tower Heist?,110073,75000000,2011,6.2,0,English,USA
Nancy Meyers,157,63224849,The Holiday?,182757,85000000,2006,6.9,19000,English,USA
Tony Scott,81,111544445,Enemy of the State?,188116,90000000,1998,7.3,0,English,USA
Nancy Meyers,187,112703470,It's Complicated?,69860,85000000,2009,6.6,0,English,USA
Steven Soderbergh,238,117144465,Ocean's Thirteen?,256928,85000000,2007,6.9,0,English,USA
Roger Allers,107,84303558,Open Season?,65270,85000000,2006,6.2,863,English,USA
Neil Burger,459,150832203,Divergent?,341058,85000000,2014,6.7,49000,English,USA
Jean-Jacques Annaud,187,51396781,Enemy at the Gates?,188887,68000000,2001,7.6,0,English,USA
Peter Berg,151,47592825,The Rundown?,82731,85000000,2003,6.7,0,English,USA
John McTiernan,80,50016394,Last Action Hero?,106528,70000000,1993,6.2,0,English,USA
Rob Marshall,229,57010853,Memoirs of a Geisha?,119286,85000000,2005,7.3,0,English,USA
Justin Lin,158,62494975,The Fast and the Furious: Tokyo Drift?,179500,85000000,2006,6,0,English,USA
Sarah Smith,190,46440491,Arthur Christmas?,35446,100000000,2011,7.1,0,English,UK
Martin Brest,98,44606335,Meet Joe Black?,169023,90000000,1998,7.1,10000,English,USA
Andrew Davis,135,40048332,Collateral Damage?,61417,85000000,2002,5.5,941,English,USA
Bob Fosse,84,,All That Jazz?,19228,,1979,7.8,0,English,USA
Tarsem Singh,382,64933670,Mirror Mirror?,70838,85000000,2012,5.6,18000,English,USA
Edgar Wright,393,31494270,Scott Pilgrim vs. the World?,273921,60000000,2010,7.5,36000,English,USA
Jon Amiel,149,31111260,The Core?,77029,60000000,2003,5.4,0,English,USA
Peter Segal,94,123307945,Nutty Professor II: The Klumps?,39391,65000000,2000,4.3,374,English,USA
Raja Gosnell,138,153288182,Scooby-Doo?,71424,84000000,2002,4.9,0,English,USA
Pete Travis,432,13401683,Dredd?,203458,35000000,2012,7.1,46000,English,UK
Frank Coraci,173,137340146,Click?,246492,70000000,2006,6.4,7000,English,USA
George A. Romero,127,,Creepshow?,29932,8000000,1982,6.9,0,English,USA
Brad Peyton,91,43575716,Cats & Dogs: The Revenge of Kitty Galore?,10233,85000000,2010,4.3,0,English,USA
Doug Liman,238,80170146,Jumper?,243053,85000000,2008,6.1,0,English,USA
Guillermo del Toro,345,75754670,Hellboy II: The Golden Army?,208422,85000000,2008,7,3000,English,USA
David Fincher,377,33048353,Zodiac?,301279,65000000,2007,7.7,12000,English,USA
Roger Spottiswoode,170,34543701,The 6th Day?,100001,82000000,2000,5.9,0,English,USA
Tom Shadyac,191,242589580,Bruce Almighty?,296904,81000000,2003,6.7,0,English,USA
Sylvester Stallone,424,102981571,The Expendables?,270226,80000000,2010,6.5,57000,English,USA
Brian De Palma,154,180965237,Mission: Impossible?,300542,80000000,1996,7.1,0,English,USA
Gary Ross,673,407999255,The Hunger Games?,701607,78000000,2012,7.3,140000,English,USA
Todd Phillips,383,254455986,The Hangover Part II?,375879,80000000,2011,6.5,56000,English,USA
Tim Burton,153,162831698,Batman Returns?,215255,80000000,1992,7,0,English,USA
Tim Johnson,166,155019340,Over the Hedge?,127345,80000000,2006,6.8,0,English,USA
Dean DeBlois,180,145771527,Lilo & Stitch?,117212,80000000,2002,7.2,0,English,USA
Gary Winick,120,82506325,Charlotte's Web?,27838,,2006,6.4,0,English,USA
Mimi Leder,125,140459099,Deep Impact?,135601,75000000,1998,6.1,0,English,USA
Dean Parisot,234,53215979,RED 2?,125036,84000000,2013,6.7,22000,English,USA
Peter Segal,134,158115031,The Longest Yard?,130070,82000000,2005,6.4,0,English,USA
Mike Mitchell,91,133103929,Alvin and the Chipmunks: Chipwrecked?,22838,75000000,2011,4.4,0,English,USA
Dennis Dugan,139,133668525,Grown Ups 2?,107817,80000000,2013,5.4,14000,English,USA
Peter Segal,265,130313314,Get Smart?,168172,80000000,2008,6.5,0,English,USA
Nancy Meyers,145,124590960,Something's Gotta Give?,91092,80000000,2003,6.7,0,English,USA
Martin Scorsese,490,127968405,Shutter Island?,786092,80000000,2010,8.1,53000,English,USA
Seth Gordon,141,120136047,Four Christmases?,48500,80000000,2008,5.6,0,English,Germany
Chris Wedge,163,128200012,Robots?,103022,75000000,2005,6.3,0,English,USA
John Woo,155,112225777,Face/Off?,283967,80000000,1997,7.3,11000,English,USA
Adam Shankman,144,109993847,Bedtime Stories?,72326,80000000,2008,6.1,0,English,USA
Sam Mendes,226,104054514,Road to Perdition?,200359,80000000,2002,7.7,0,English,USA
Dennis Dugan,204,103028109,Just Go with It?,172878,80000000,2011,6.4,19000,English,USA
,95,,Daredevil?            ,213483,,,8.8,55000,English,USA
Simon West,139,101087161,Con Air?,225282,75000000,1997,6.8,0,English,USA
D.J. Caruso,215,101111837,Eagle Eye?,150764,80000000,2008,6.6,0,English,USA
Anthony Minghella,198,95632614,Cold Mountain?,118483,79000000,2003,7.2,0,English,USA
Albert Hughes,325,94822707,The Book of Eli?,227072,80000000,2010,6.9,20000,English,USA
Les Mayfield,53,92969824,Flubber?,63625,80000000,1997,5.2,0,English,USA
Jan de Bont,167,91188905,The Haunting?,58184,80000000,1999,4.9,0,English,USA
Joe Pytka,46,90443603,Space Jam?,112167,80000000,1996,6.3,0,English,USA
Shawn Levy,147,82226474,The Pink Panther?,65499,65000000,2006,5.6,0,English,USA
Scott Derrickson,276,79363785,The Day the Earth Stood Still?,139423,80000000,2008,5.5,0,English,USA
Richard Donner,80,76081498,Conspiracy Theory?,76099,75000000,1997,6.7,0,English,USA
David Ayer,406,85707116,Fury?,303185,68000000,2014,7.6,82000,English,USA
Ivan Reitman,97,74329966,Six Days Seven Nights?,60910,70000000,1998,5.7,0,English,USA
Eric Brevig,143,100169068,Yogi Bear?,16385,80000000,2010,4.6,0,English,USA
Kelly Asbury,106,73215310,Spirit: Stallion of the Cimarron?,44143,80000000,2002,7,4000,English,USA
Frank Coraci,178,80360866,Zookeeper?,44662,80000000,2011,5.2,0,English,USA
Stephen Hopkins,102,69102910,Lost in Space?,58402,80000000,1998,5.1,0,English,USA
Jonathan Demme,209,65948711,The Manchurian Candidate?,86422,80000000,2004,6.6,0,English,USA
Henry Jaglom,19,821997,Déj? Vu?,666,,1997,7,91,English,USA
Genndy Tartakovsky,152,169692572,Hotel Transylvania 2?,56501,80000000,2015,6.7,16000,English,USA
,31,,Bewitched?            ,11427,,,7.6,0,English,USA
James Algar,129,60507228,Fantasia 2000?,27543,80000000,1999,7.3,607,English,USA
Simon Wells,124,56684819,The Time Machine?,103787,80000000,2002,5.9,3000,English,USA
Ron Underwood,35,50628009,Mighty Joe Young?,22955,90000000,1998,5.6,0,English,USA
Dominic Sena,166,69772969,Swordfish?,155532,80000000,2001,6.5,0,English,USA
Martin Campbell,137,45356386,The Legend of Zorro?,71574,75000000,2005,5.9,951,Spanish,USA
Vincent Ward,121,55350897,What Dreams May Come?,83560,85000000,1998,7,32000,English,USA
Steven Brill,87,39442871,Little Nicky?,80639,80000000,2000,5.3,0,English,USA
Terry Gilliam,233,37899638,The Brothers Grimm?,98472,88000000,2005,5.9,0,English,USA
Tim Burton,132,37754208,Mars Attacks!?,172217,70000000,1996,6.3,0,English,USA
Lucile Hadzihalilovic,63,,Evolution?,979,,2015,6.4,257,French,France
Lee Tamahori,95,27779888,The Edge?,55913,,1997,6.9,0,English,USA
Jonathan Mostow,258,38542418,Surrogates?,151424,80000000,2009,6.3,0,English,USA
Roger Donaldson,162,34566746,Thirteen Days?,45231,80000000,2000,7.3,0,English,USA
Rob Cohen,61,32885565,Daylight?,53132,80000000,1996,5.8,0,English,USA
Barry Cook,113,36073232,Walking with Dinosaurs 3D?,8913,80000000,2013,5.2,0,English,USA
Roger Christian,174,21471685,Battlefield Earth?,65464,44000000,2000,2.4,0,English,USA
Joe Dante,101,20950820,Looney Tunes: Back in Action?,24183,80000000,2003,5.7,665,English,Germany
Rob Marshall,205,19673424,Nine?,37446,80000000,2009,5.8,0,English,USA
Richard Donner,123,19480739,Timeline?,53057,80000000,2003,5.6,0,English,USA
Kevin Costner,79,17593391,The Postman?,56403,80000000,1997,6,0,English,USA
George Miller,61,18318000,Babe: Pig in the City?,24868,80000000,1998,5.8,964,English,Australia
Breck Eisner,202,27356090,The Last Witch Hunter?,58752,90000000,2015,6,21000,English,USA
Antony Hoffman,145,17473245,Red Planet?,47612,70000000,2000,5.7,995,English,USA
Luc Besson,101,15131330,Arthur and the Invisibles?,25843,86000000,2006,6,941,English,France
Jacques Perrin,113,19406406,Oceans?,7630,40000000,2009,7.8,0,French,France
Peter Hyams,113,1891821,A Sound of Thunder?,16474,52000000,2005,4.2,785,English,UK
Paul W.S. Anderson,272,23219748,Pompeii?,84508,80000000,2014,5.6,20000,English,Canada
Andrés Couturier,3,,Top Cat Begins?,230,8000000,2015,4.4,138,Spanish,Mexico
Ron Howard,205,170708996,A Beautiful Mind?,610568,58000000,2001,8.2,29000,English,USA
Roger Allers,186,422783777,The Lion King?,644348,45000000,1994,8.5,17000,English,USA
Brad Peyton,178,103812241,Journey 2: The Mysterious Island?,67296,79000000,2012,5.8,0,English,USA
Cody Cameron,169,119793567,Cloudy with a Chance of Meatballs 2?,64387,78000000,2013,6.5,15000,English,USA
Brett Ratner,210,92930005,Red Dragon?,204063,78000000,2002,7.2,0,English,Germany
